,isactive_engaged,isactive_interested,isactive_subscribed,patient_id,greater1
8574,0,0,0,45965.0,1.0
2263,0,0,0,13463.0,1.0
9630,1,1,0,51600.0,1.0
4672,1,1,0,26334.0,1.0
8658,1,1,1,46328.0,1.0
9493,0,0,0,50744.0,1.0
893,1,1,1,6799.0,1.0
1490,1,1,0,9116.0,1.0
3003,0,1,0,17250.0,1.0
1850,0,0,0,10666.0,1.0
9010,0,1,0,48302.0,1.0
4884,0,1,0,27117.0,1.0
324,1,1,1,4521.0,1.0
1215,1,1,1,7951.0,1.0
2899,0,0,0,16764.0,1.0
2933,1,1,1,16999.0,1.0
3658,1,1,1,20813.0,
9930,0,0,0,53295.0,0.0
8451,0,0,0,45399.0,1.0
6727,0,0,0,35716.0,1.0
8751,0,0,0,46753.0,1.0
6605,0,0,0,35019.0,1.0
9905,1,1,0,53181.0,1.0
1129,0,0,0,7623.0,1.0
9924,1,1,0,53247.0,1.0
2918,0,1,0,16896.0,1.0
4851,1,1,0,26996.0,1.0
3084,0,0,0,17672.0,1.0
9270,0,0,0,49646.0,0.0
4111,1,1,1,23510.0,1.0
5896,0,0,0,30971.0,1.0
208,0,0,0,4038.0,1.0
3254,0,0,0,18792.0,1.0
2795,0,0,0,16422.0,1.0
4129,1,1,0,23620.0,1.0
798,1,1,1,6430.0,1.0
734,1,1,1,6190.0,1.0
4217,0,0,0,24100.0,0.0
2244,0,0,0,13323.0,1.0
178,0,0,0,3851.0,1.0
6062,1,1,0,31884.0,1.0
10009,0,0,0,53868.0,1.0
1174,1,1,1,7769.0,1.0
6080,0,0,0,31922.0,1.0
1831,1,1,0,10558.0,1.0
8252,1,1,0,44419.0,1.0
4463,0,0,0,25354.0,1.0
8198,1,1,1,44107.0,1.0
7547,0,1,0,40727.0,1.0
3201,0,1,0,18423.0,1.0
198,0,0,0,3982.0,0.0
9685,0,0,0,51913.0,1.0
4087,0,1,0,23346.0,1.0
548,1,1,1,5469.0,1.0
8277,1,1,0,44603.0,1.0
7118,0,1,0,38234.0,1.0
4932,0,0,0,27362.0,1.0
2532,0,0,0,15190.0,1.0
2314,0,1,0,14035.0,1.0
6915,0,0,0,36872.0,1.0
66,0,0,0,2276.0,1.0
3260,0,0,0,18839.0,1.0
2572,0,0,0,15338.0,0.0
9824,0,0,0,52606.0,0.0
6939,1,1,0,36984.0,1.0
622,0,1,0,5833.0,1.0
1681,1,1,1,9984.0,1.0
787,0,0,0,6391.0,0.0
3332,0,0,0,19197.0,1.0
9656,0,0,0,51688.0,0.0
6180,0,1,0,32523.0,1.0
3280,0,0,0,18945.0,0.0
7288,0,1,0,39299.0,1.0
5805,0,0,0,30377.0,1.0
7278,1,1,1,39232.0,1.0
6499,0,0,0,34540.0,1.0
478,1,1,1,5065.0,1.0
7435,1,1,1,40155.0,1.0
2647,0,0,0,15705.0,1.0
6319,0,0,0,33371.0,1.0
6055,1,1,1,31866.0,1.0
1033,0,1,0,7342.0,1.0
4880,0,0,0,27102.0,0.0
2598,1,1,0,15468.0,1.0
9454,0,0,0,50529.0,1.0
5807,1,1,0,30390.0,1.0
5781,0,1,0,30242.0,1.0
344,1,1,1,4603.0,1.0
10111,0,0,0,54618.0,1.0
1871,1,1,1,10761.0,1.0
5706,0,1,0,29908.0,1.0
7811,1,1,1,42175.0,1.0
9781,0,0,0,52383.0,1.0
2888,0,0,0,16735.0,0.0
220,1,1,1,4074.0,1.0
9362,0,0,0,50039.0,1.0
8488,1,1,1,45601.0,1.0
8103,1,1,1,43703.0,1.0
4016,0,1,0,22796.0,1.0
4262,0,0,0,24253.0,0.0
9328,0,1,0,49895.0,1.0
9936,0,1,0,53346.0,1.0
7306,1,1,1,39351.0,1.0
9390,0,0,0,50190.0,1.0
7585,0,0,0,40851.0,1.0
4393,1,1,1,24925.0,1.0
10108,0,1,0,54611.0,1.0
5082,0,0,0,27890.0,1.0
2881,1,1,0,16723.0,1.0
1677,0,1,0,9976.0,1.0
9566,0,0,0,51203.0,1.0
901,0,0,0,6820.0,1.0
7407,0,0,0,39908.0,1.0
2296,0,0,0,13918.0,1.0
6489,0,0,0,34475.0,1.0
8385,0,0,0,45108.0,1.0
296,1,1,1,4407.0,1.0
10034,0,0,0,54185.0,1.0
4153,1,1,1,23739.0,1.0
5968,1,1,1,31413.0,1.0
27,0,0,0,1915.0,0.0
4574,1,1,0,25968.0,1.0
6947,0,1,0,37031.0,1.0
6906,0,0,0,36842.0,1.0
6073,0,0,0,31906.0,1.0
3248,1,1,1,18742.0,1.0
7960,0,0,0,43029.0,1.0
2580,0,0,0,15360.0,1.0
7492,0,0,0,40403.0,0.0
1370,1,1,1,8514.0,1.0
10039,0,0,0,54237.0,1.0
7610,1,1,1,41042.0,1.0
5372,0,0,0,28756.0,1.0
8330,0,0,0,44782.0,1.0
681,0,0,0,6073.0,1.0
3159,0,0,0,18151.0,1.0
2987,0,1,0,17191.0,1.0
1882,1,1,1,10841.0,1.0
1940,0,0,0,11122.0,1.0
3296,1,1,0,18994.0,1.0
3534,0,0,0,20214.0,1.0
3729,1,1,1,21203.0,1.0
6603,0,1,0,35010.0,1.0
1181,1,1,0,7806.0,1.0
1375,0,0,0,8540.0,0.0
5421,1,1,1,28930.0,1.0
7388,0,0,0,39804.0,0.0
626,1,1,1,5849.0,1.0
2112,1,1,0,12083.0,1.0
8215,0,0,0,44191.0,1.0
4215,0,0,0,24094.0,1.0
10124,0,0,0,54685.0,1.0
6459,1,1,0,34279.0,1.0
4180,1,1,1,23899.0,1.0
7258,1,1,0,39053.0,1.0
6518,1,1,0,34618.0,1.0
1462,1,1,1,8977.0,1.0
2887,0,0,0,16734.0,1.0
4575,0,0,0,25987.0,1.0
684,1,1,1,6081.0,1.0
9344,1,1,0,49977.0,1.0
7850,0,0,0,42340.0,1.0
1366,1,1,1,8504.0,1.0
3916,0,0,0,22228.0,1.0
2639,1,1,1,15671.0,1.0
9932,0,1,0,53310.0,1.0
9210,0,1,0,49287.0,1.0
6050,1,1,1,31818.0,1.0
2300,1,1,0,13947.0,1.0
2938,0,0,0,17025.0,1.0
5916,1,1,1,31025.0,1.0
8825,1,1,0,47157.0,1.0
5216,0,0,0,28283.0,1.0
1979,1,1,0,11391.0,1.0
3803,0,0,0,21607.0,1.0
4700,0,0,0,26397.0,1.0
5981,1,1,0,31461.0,1.0
4740,0,0,0,26606.0,1.0
9587,1,1,0,51358.0,1.0
2280,1,1,1,13680.0,1.0
5470,0,0,0,29082.0,1.0
4302,0,0,0,24465.0,1.0
6927,1,1,1,36893.0,1.0
4130,0,1,0,23625.0,1.0
7886,0,0,0,42589.0,1.0
9992,0,0,0,53737.0,1.0
1784,1,1,1,10386.0,1.0
3182,0,0,0,18357.0,1.0
494,1,1,1,5169.0,1.0
7646,0,0,0,41203.0,0.0
2860,0,0,0,16668.0,1.0
10084,0,1,0,54516.0,1.0
4041,0,1,0,23034.0,1.0
7457,1,1,0,40245.0,1.0
2897,0,0,0,16760.0,1.0
366,1,1,1,4674.0,1.0
849,1,1,1,6595.0,1.0
10145,0,0,0,54832.0,1.0
4800,0,0,0,26858.0,1.0
8943,0,0,0,47860.0,1.0
4464,0,0,0,25358.0,1.0
2653,0,0,0,15768.0,0.0
3503,0,0,0,20021.0,1.0
1541,0,1,0,9379.0,1.0
4321,0,0,0,24566.0,1.0
9036,0,0,0,48404.0,1.0
322,0,0,0,4517.0,1.0
2031,1,1,0,11567.0,1.0
813,1,1,0,6477.0,1.0
9657,0,1,0,51703.0,1.0
9550,0,0,0,51100.0,0.0
9369,0,0,0,50054.0,1.0
1079,1,1,1,7504.0,1.0
2226,1,1,0,13191.0,1.0
9310,0,0,0,49784.0,0.0
10104,0,1,0,54602.0,1.0
2705,1,1,0,16014.0,1.0
7092,0,0,0,38076.0,1.0
7170,0,0,0,38489.0,1.0
1164,1,1,1,7719.0,1.0
3261,0,0,0,18840.0,1.0
8703,0,1,0,46550.0,1.0
1450,0,0,0,8924.0,0.0
4229,1,1,0,24145.0,1.0
3862,1,1,0,21960.0,1.0
8918,0,0,0,47754.0,1.0
7152,0,0,0,38410.0,1.0
8988,1,1,1,48082.0,1.0
9133,0,0,0,48907.0,1.0
8315,0,0,0,44755.0,1.0
9969,0,0,0,53607.0,0.0
6875,0,0,0,36587.0,1.0
4661,0,0,0,26300.0,1.0
4056,0,0,0,23139.0,1.0
9690,0,0,0,51929.0,0.0
2999,0,0,0,17240.0,1.0
9197,0,0,0,49186.0,1.0
1231,1,1,0,8041.0,1.0
1514,0,1,0,9240.0,1.0
2313,0,0,0,14021.0,1.0
1451,1,1,1,8927.0,1.0
4614,1,1,0,26179.0,1.0
6156,0,0,0,32380.0,0.0
8693,0,0,0,46517.0,1.0
5814,1,1,0,30423.0,1.0
838,1,1,1,6547.0,1.0
10100,0,1,0,54590.0,1.0
8217,0,1,0,44194.0,1.0
6671,1,1,1,35401.0,1.0
8664,0,0,0,46357.0,1.0
3567,0,0,0,20358.0,0.0
9439,1,1,0,50500.0,1.0
3087,0,0,0,17677.0,1.0
8810,0,0,0,47072.0,1.0
1714,0,1,0,10111.0,1.0
4270,1,1,0,24284.0,1.0
339,0,1,0,4594.0,1.0
9484,0,0,0,50678.0,1.0
6178,1,1,1,32486.0,1.0
5321,1,1,1,28596.0,1.0
8304,0,0,0,44729.0,1.0
5100,0,0,0,27927.0,1.0
588,1,1,1,5698.0,1.0
3365,0,0,0,19397.0,1.0
2670,0,0,0,15886.0,1.0
3589,0,0,0,20452.0,1.0
34,0,0,0,2025.0,0.0
28,0,0,0,1973.0,0.0
7275,0,1,0,39217.0,1.0
9903,0,0,0,53178.0,1.0
2170,1,1,1,12624.0,
5344,0,0,0,28645.0,1.0
4843,1,1,1,26982.0,1.0
889,1,1,1,6789.0,1.0
6750,1,1,0,35865.0,1.0
3322,1,1,1,19144.0,1.0
9571,0,1,0,51223.0,1.0
3514,0,0,0,20074.0,1.0
4587,0,0,0,26051.0,1.0
8507,0,1,0,45691.0,1.0
6620,1,1,0,35106.0,1.0
3733,0,0,0,21215.0,1.0
9642,0,0,0,51645.0,1.0
7355,0,0,0,39646.0,1.0
1654,1,1,1,9883.0,1.0
5357,0,1,0,28675.0,1.0
5231,0,0,0,28354.0,0.0
223,0,0,0,4085.0,1.0
8791,1,1,0,46946.0,1.0
4602,0,0,0,26099.0,1.0
4239,0,0,0,24186.0,1.0
1590,0,1,0,9560.0,1.0
6220,0,0,0,32783.0,1.0
3256,0,1,0,18815.0,1.0
6879,0,0,0,36624.0,1.0
7169,0,0,0,38476.0,1.0
2181,0,0,0,12754.0,1.0
7556,0,0,0,40737.0,1.0
8709,0,0,0,46605.0,1.0
9351,1,1,0,50007.0,1.0
4974,0,0,0,27531.0,1.0
1209,0,0,0,7938.0,1.0
421,1,1,0,4874.0,1.0
8907,0,0,0,47673.0,1.0
1706,0,1,0,10086.0,1.0
1158,1,1,1,7707.0,1.0
2306,1,1,0,13960.0,1.0
273,0,1,0,4252.0,1.0
171,1,1,1,3790.0,1.0
3956,0,0,0,22482.0,1.0
5049,1,1,1,27749.0,1.0
3188,0,0,0,18379.0,0.0
1725,1,1,1,10157.0,1.0
4461,0,1,0,25349.0,1.0
5882,1,1,1,30923.0,1.0
1564,1,1,1,9475.0,1.0
1782,0,1,0,10382.0,1.0
843,1,1,1,6558.0,1.0
9520,1,1,0,50965.0,1.0
4630,0,1,0,26215.0,1.0
904,1,1,1,6835.0,1.0
6145,0,0,0,32340.0,0.0
9851,0,0,0,52772.0,1.0
8964,0,1,0,47966.0,1.0
1547,0,0,0,9399.0,1.0
2080,1,1,1,11908.0,1.0
5333,0,0,0,28621.0,1.0
3985,1,1,0,22655.0,1.0
6646,0,1,0,35286.0,1.0
8256,1,1,0,44446.0,1.0
6440,1,1,1,34190.0,1.0
6828,0,1,0,36320.0,1.0
8362,0,0,0,44939.0,1.0
3820,0,0,0,21701.0,1.0
2646,0,0,0,15701.0,1.0
4622,1,1,0,26203.0,1.0
7438,1,1,1,40170.0,1.0
9655,1,1,0,51685.0,1.0
9646,0,0,0,51652.0,1.0
7536,1,1,1,40663.0,1.0
4350,0,0,0,24709.0,1.0
6314,0,0,0,33356.0,0.0
2155,0,0,0,12469.0,1.0
6975,0,0,0,37245.0,1.0
3715,1,1,0,21079.0,1.0
4057,0,1,0,23140.0,1.0
8460,0,0,0,45418.0,1.0
6188,0,0,0,32609.0,1.0
3102,1,1,1,17755.0,1.0
558,1,1,1,5502.0,1.0
9026,1,1,1,48386.0,1.0
5749,0,0,0,30094.0,1.0
1436,0,0,0,8848.0,
507,1,1,1,5240.0,1.0
1869,1,1,0,10759.0,1.0
755,1,1,0,6256.0,1.0
5636,1,1,1,29744.0,1.0
4050,0,0,0,23060.0,1.0
5464,0,0,0,29067.0,1.0
3836,0,0,0,21794.0,1.0
4386,0,1,0,24861.0,1.0
2118,0,1,0,12160.0,1.0
6398,0,0,0,33924.0,1.0
7251,1,1,0,38956.0,1.0
501,1,1,1,5209.0,1.0
8126,0,0,0,43773.0,1.0
8061,0,1,0,43470.0,1.0
1539,1,1,1,9357.0,1.0
6386,0,0,0,33779.0,1.0
1211,0,1,0,7945.0,1.0
9296,1,1,0,49744.0,1.0
672,0,1,0,6051.0,1.0
3377,1,1,0,19449.0,1.0
8951,0,0,0,47876.0,1.0
1464,1,1,1,8987.0,1.0
9096,1,1,0,48720.0,1.0
1192,1,1,1,7864.0,1.0
7256,0,1,0,39047.0,1.0
1872,0,0,0,10762.0,1.0
3590,0,1,0,20455.0,1.0
6991,0,0,0,37367.0,0.0
505,1,1,1,5237.0,1.0
243,0,1,0,4135.0,1.0
506,0,0,0,5238.0,1.0
8349,1,1,0,44876.0,1.0
6964,0,0,0,37195.0,1.0
4848,1,1,1,26991.0,1.0
5199,0,0,0,28246.0,1.0
1773,0,0,0,10365.0,1.0
5885,0,1,0,30939.0,1.0
6472,1,1,0,34346.0,1.0
8339,1,1,0,44829.0,1.0
797,1,1,1,6429.0,1.0
7401,0,0,0,39844.0,1.0
7344,0,1,0,39550.0,1.0
2829,0,0,0,16556.0,1.0
9494,0,0,0,50752.0,0.0
8904,1,1,0,47647.0,1.0
312,0,0,0,4486.0,1.0
746,0,0,0,6231.0,1.0
3569,0,1,0,20368.0,1.0
790,0,1,0,6398.0,1.0
2476,1,1,1,14953.0,1.0
9500,0,0,0,50796.0,1.0
2570,0,0,0,15336.0,1.0
5500,0,0,0,29177.0,1.0
5425,0,0,0,28949.0,1.0
4355,0,0,0,24729.0,1.0
2163,0,1,0,12558.0,1.0
6838,0,0,0,36377.0,1.0
6589,1,1,0,34913.0,1.0
380,0,1,0,4738.0,1.0
6333,1,1,0,33519.0,1.0
1292,1,1,1,8281.0,1.0
1912,0,0,0,11034.0,1.0
599,1,1,1,5749.0,1.0
3892,1,1,0,22086.0,1.0
4141,0,1,0,23663.0,1.0
1652,0,1,0,9878.0,1.0
8310,1,1,0,44744.0,1.0
1893,0,0,0,10956.0,1.0
1944,0,1,0,11149.0,1.0
3395,1,1,1,19572.0,1.0
5697,0,0,0,29894.0,1.0
4362,0,0,0,24744.0,1.0
9952,0,0,0,53508.0,1.0
375,1,1,1,4728.0,1.0
1966,0,0,0,11336.0,0.0
3957,0,1,0,22486.0,1.0
7412,0,0,0,39945.0,1.0
4423,0,1,0,25090.0,1.0
7764,1,1,0,41859.0,1.0
9852,1,1,0,52778.0,1.0
5369,1,1,1,28739.0,1.0
5503,0,0,0,29185.0,1.0
1471,0,0,0,9020.0,0.0
3346,1,1,1,19282.0,1.0
6505,0,0,0,34565.0,1.0
2853,0,0,0,16653.0,1.0
9160,1,1,1,48951.0,1.0
9958,0,1,0,53524.0,1.0
6717,0,1,0,35651.0,1.0
4062,0,0,0,23171.0,1.0
4982,1,1,1,27546.0,1.0
4306,0,0,0,24474.0,1.0
5817,0,0,0,30435.0,1.0
7528,0,0,0,40643.0,1.0
5487,0,1,0,29132.0,1.0
3990,0,0,0,22668.0,1.0
1049,1,1,1,7416.0,1.0
6424,0,1,0,34126.0,1.0
5545,0,0,0,29273.0,1.0
8166,0,0,0,43930.0,1.0
2035,1,1,0,11578.0,1.0
4039,0,1,0,23003.0,1.0
8657,1,1,1,46326.0,1.0
9529,0,0,0,51038.0,0.0
1972,0,0,0,11375.0,1.0
6890,1,1,0,36700.0,1.0
2099,0,0,0,11988.0,1.0
1499,0,0,0,9178.0,1.0
6480,0,1,0,34388.0,1.0
652,0,1,0,5976.0,1.0
170,1,1,1,3782.0,1.0
4085,0,0,0,23332.0,1.0
242,0,0,0,4132.0,1.0
5937,0,0,0,31161.0,1.0
4371,0,0,0,24771.0,1.0
7244,0,1,0,38932.0,1.0
2756,0,1,0,16261.0,1.0
8302,0,0,0,44727.0,1.0
5663,0,0,0,29821.0,1.0
2076,0,0,0,11893.0,1.0
4103,1,1,0,23457.0,1.0
9739,1,1,0,52207.0,1.0
6508,0,0,0,34568.0,1.0
7476,1,1,0,40288.0,1.0
5090,0,0,0,27907.0,0.0
5303,0,0,0,28559.0,1.0
6086,0,1,0,31955.0,1.0
9650,0,0,0,51661.0,1.0
9548,0,1,0,51095.0,1.0
5284,0,0,0,28510.0,1.0
5563,0,1,0,29413.0,1.0
7225,0,0,0,38860.0,1.0
8482,0,0,0,45567.0,1.0
4078,0,0,0,23266.0,1.0
640,0,0,0,5931.0,1.0
1270,0,1,0,8200.0,1.0
2778,0,1,0,16355.0,1.0
1985,0,1,0,11417.0,1.0
3861,0,1,0,21957.0,1.0
3480,1,1,1,19919.0,1.0
1534,1,1,1,9340.0,1.0
325,0,1,0,4532.0,1.0
2338,0,1,0,14187.0,1.0
3980,1,1,0,22638.0,1.0
9214,0,0,0,49349.0,1.0
4054,0,0,0,23137.0,0.0
2237,0,1,0,13271.0,1.0
7383,0,1,0,39792.0,1.0
9849,0,0,0,52745.0,1.0
5412,0,1,0,28891.0,1.0
864,1,1,1,6668.0,1.0
5912,1,1,1,31007.0,1.0
5729,0,1,0,30005.0,1.0
7586,0,1,0,40859.0,1.0
371,0,0,0,4691.0,1.0
8332,0,0,0,44787.0,1.0
7349,1,1,0,39585.0,1.0
5950,0,0,0,31286.0,0.0
8470,1,1,0,45484.0,1.0
9462,0,1,0,50562.0,1.0
9743,0,0,0,52214.0,1.0
2364,0,0,0,14289.0,1.0
3213,0,1,0,18495.0,1.0
911,0,1,0,6854.0,1.0
9220,0,0,0,49407.0,1.0
7375,0,0,0,39771.0,0.0
6791,0,0,0,36094.0,1.0
8590,1,1,1,46101.0,1.0
6797,1,1,1,36137.0,1.0
6182,0,0,0,32561.0,1.0
1423,0,1,0,8790.0,1.0
9990,1,1,0,53733.0,1.0
479,1,1,1,5071.0,1.0
662,1,1,1,6020.0,1.0
8743,0,0,0,46723.0,1.0
9154,1,1,1,48942.0,1.0
8292,0,1,0,44699.0,1.0
2988,0,0,0,17194.0,1.0
1119,1,1,1,7603.0,1.0
2776,0,0,0,16342.0,1.0
4535,0,0,0,25780.0,1.0
6637,0,0,0,35227.0,1.0
5202,1,1,0,28255.0,1.0
6911,1,1,0,36854.0,1.0
5312,0,1,0,28578.0,1.0
4427,0,0,0,25103.0,0.0
9009,0,0,0,48292.0,1.0
3981,1,1,0,22639.0,1.0
6608,0,0,0,35049.0,1.0
2893,0,0,0,16753.0,1.0
2669,0,1,0,15864.0,1.0
3977,0,0,0,22620.0,0.0
5710,0,0,0,29915.0,1.0
279,0,1,0,4300.0,1.0
6995,1,1,1,37373.0,1.0
6347,1,1,0,33627.0,1.0
7292,0,0,0,39310.0,1.0
1694,0,1,0,10036.0,1.0
9083,0,1,0,48637.0,1.0
3479,0,1,0,19917.0,1.0
4416,0,1,0,25046.0,1.0
7884,0,0,0,42577.0,1.0
6449,0,0,0,34217.0,0.0
8440,0,0,0,45339.0,1.0
8785,0,0,0,46896.0,1.0
9676,1,1,0,51864.0,1.0
4296,1,1,1,24443.0,1.0
4770,0,1,0,26717.0,1.0
7908,1,1,1,42701.0,1.0
2209,1,1,1,13017.0,1.0
8459,0,0,0,45413.0,1.0
6349,1,1,0,33636.0,1.0
9596,0,0,0,51388.0,1.0
184,0,1,0,3875.0,1.0
7223,1,1,1,38852.0,1.0
8229,0,1,0,44249.0,1.0
4516,0,0,0,25679.0,0.0
2350,0,0,0,14224.0,0.0
553,1,1,1,5483.0,1.0
1397,0,0,0,8648.0,1.0
1384,0,0,0,8590.0,0.0
5698,0,0,0,29895.0,1.0
8538,0,0,0,45799.0,0.0
297,0,0,0,4409.0,1.0
443,0,0,0,4948.0,1.0
7620,1,1,1,41105.0,1.0
2077,0,0,0,11895.0,1.0
8117,1,1,0,43757.0,1.0
2229,0,0,0,13226.0,0.0
2842,0,1,0,16604.0,1.0
2537,0,1,0,15216.0,1.0
7624,1,1,0,41113.0,1.0
8462,1,1,0,45442.0,1.0
10056,0,1,0,54276.0,1.0
3367,0,1,0,19401.0,1.0
4657,1,1,1,26277.0,1.0
2578,0,1,0,15355.0,1.0
1131,0,1,0,7628.0,1.0
5007,0,0,0,27602.0,1.0
7583,0,1,0,40846.0,1.0
320,1,1,1,4505.0,1.0
1371,1,1,1,8515.0,1.0
4042,1,1,1,23040.0,1.0
4782,0,0,0,26780.0,1.0
5350,0,1,0,28660.0,1.0
907,0,1,0,6847.0,1.0
6199,0,0,0,32699.0,1.0
3950,0,0,0,22434.0,1.0
4896,0,0,0,27192.0,1.0
9057,1,1,0,48466.0,1.0
6958,0,0,0,37181.0,1.0
7664,0,0,0,41240.0,1.0
6335,0,1,0,33534.0,1.0
8565,0,1,0,45915.0,1.0
926,1,1,1,6928.0,1.0
6388,0,0,0,33804.0,1.0
15,1,1,1,1489.0,1.0
143,0,0,0,3562.0,0.0
2363,0,0,0,14278.0,0.0
129,1,1,1,3378.0,1.0
1161,1,1,0,7712.0,1.0
6104,0,0,0,32060.0,1.0
7965,0,0,0,43044.0,1.0
4845,0,0,0,26986.0,0.0
7966,0,0,0,43064.0,1.0
4929,0,1,0,27353.0,1.0
1876,0,0,0,10768.0,1.0
2488,0,0,0,14980.0,1.0
5931,0,0,0,31098.0,1.0
7702,1,1,0,41464.0,1.0
1182,0,0,0,7819.0,0.0
6380,0,1,0,33751.0,1.0
5572,0,0,0,29449.0,0.0
1170,0,0,0,7730.0,1.0
6414,0,0,0,34017.0,
2182,1,1,1,12766.0,1.0
3371,0,0,0,19425.0,1.0
8273,0,0,0,44585.0,1.0
1859,1,1,1,10699.0,1.0
9734,1,1,1,52161.0,1.0
7242,0,0,0,38915.0,1.0
7503,0,1,0,40493.0,1.0
6613,0,1,0,35088.0,1.0
10075,0,1,0,54445.0,1.0
9711,0,0,0,52042.0,0.0
7634,0,0,0,41181.0,1.0
3121,0,0,0,17904.0,1.0
387,0,0,0,4749.0,1.0
8087,0,1,0,43613.0,1.0
1032,0,0,0,7341.0,1.0
10077,0,1,0,54450.0,1.0
5635,0,1,0,29742.0,1.0
931,1,1,1,6938.0,1.0
4019,0,0,0,22822.0,1.0
691,0,1,0,6100.0,1.0
6478,0,0,0,34380.0,0.0
6920,1,1,1,36883.0,1.0
829,0,0,0,6519.0,1.0
3498,0,0,0,19987.0,0.0
2081,1,1,1,11910.0,1.0
9082,0,0,0,48625.0,1.0
9618,0,0,0,51546.0,1.0
44,1,1,1,2114.0,1.0
3939,1,1,0,22357.0,1.0
5471,0,1,0,29084.0,1.0
6006,1,1,1,31561.0,1.0
4319,0,0,0,24556.0,1.0
2965,0,0,0,17129.0,1.0
3969,0,0,0,22582.0,1.0
1187,0,0,0,7837.0,1.0
284,1,1,1,4319.0,1.0
9043,0,1,0,48423.0,1.0
4159,0,1,0,23765.0,1.0
3092,1,1,0,17709.0,1.0
5935,0,0,0,31146.0,1.0
4556,0,1,0,25853.0,1.0
6537,0,0,0,34673.0,0.0
4323,0,0,0,24569.0,1.0
7566,0,0,0,40776.0,1.0
5537,0,0,0,29259.0,1.0
3364,0,1,0,19395.0,1.0
7929,0,0,0,42796.0,
3195,0,0,0,18413.0,1.0
9577,1,1,0,51297.0,1.0
969,0,0,0,7111.0,1.0
3734,0,1,0,21225.0,1.0
925,0,0,0,6921.0,1.0
9675,1,1,0,51850.0,1.0
9862,0,1,0,52886.0,1.0
4725,0,0,0,26522.0,1.0
5852,1,1,1,30654.0,1.0
2851,1,1,0,16636.0,1.0
5389,1,1,1,28810.0,1.0
6384,0,0,0,33761.0,1.0
9035,0,1,0,48401.0,1.0
8112,0,0,0,43743.0,1.0
4471,0,0,0,25380.0,1.0
5731,0,0,0,30008.0,1.0
4348,0,0,0,24690.0,1.0
8881,1,1,1,47509.0,1.0
3626,0,0,0,20652.0,1.0
1789,0,0,0,10402.0,1.0
8449,0,0,0,45378.0,1.0
2059,0,0,0,11743.0,0.0
4908,0,0,0,27268.0,1.0
4013,0,0,0,22779.0,1.0
1902,0,1,0,11000.0,1.0
4686,0,0,0,26368.0,1.0
9048,0,0,0,48435.0,1.0
7619,1,1,1,41101.0,1.0
75,1,1,1,2303.0,1.0
2345,0,1,0,14202.0,1.0
5703,1,1,0,29900.0,1.0
430,1,1,1,4896.0,1.0
4586,1,1,0,26050.0,1.0
6501,0,1,0,34545.0,1.0
4885,0,0,0,27130.0,1.0
8328,0,0,0,44780.0,1.0
7456,0,0,0,40244.0,0.0
1553,0,0,0,9415.0,0.0
240,1,1,1,4127.0,1.0
783,1,1,1,6368.0,1.0
3066,0,0,0,17567.0,1.0
977,0,1,0,7144.0,1.0
2941,0,1,0,17036.0,1.0
5594,0,0,0,29541.0,1.0
7034,1,1,0,37671.0,1.0
8612,1,1,0,46192.0,1.0
1620,1,1,1,9703.0,1.0
2146,0,0,0,12428.0,1.0
1801,0,0,0,10429.0,1.0
2095,0,0,0,11982.0,1.0
8648,0,1,0,46275.0,1.0
5458,0,0,0,29054.0,1.0
1357,0,0,0,8455.0,1.0
8285,1,1,1,44643.0,1.0
9818,0,1,0,52571.0,1.0
8524,0,0,0,45742.0,0.0
9169,0,0,0,48974.0,1.0
6259,0,0,0,33033.0,1.0
10116,0,1,0,54630.0,1.0
8936,0,1,0,47836.0,1.0
5660,0,1,0,29811.0,1.0
1609,0,0,0,9631.0,1.0
3096,0,0,0,17731.0,1.0
5756,1,1,1,30116.0,1.0
2415,1,1,0,14644.0,1.0
2017,0,0,0,11513.0,1.0
6260,1,1,1,33037.0,1.0
4125,0,1,0,23604.0,1.0
9985,0,0,0,53718.0,1.0
3246,0,0,0,18730.0,1.0
124,1,1,1,3298.0,1.0
6682,0,0,0,35477.0,1.0
9512,0,0,0,50893.0,1.0
6306,0,0,0,33259.0,1.0
7796,0,0,0,42091.0,1.0
9873,0,0,0,52967.0,1.0
3341,0,1,0,19270.0,1.0
598,0,1,0,5746.0,1.0
2123,0,0,0,12198.0,1.0
7372,0,0,0,39756.0,0.0
6524,0,1,0,34641.0,1.0
7322,1,1,1,39438.0,1.0
9842,0,0,0,52697.0,1.0
2197,0,1,0,12895.0,1.0
4051,0,0,0,23072.0,1.0
6400,0,0,0,33930.0,1.0
3362,1,1,0,19387.0,1.0
7120,1,1,0,38246.0,1.0
725,0,0,0,6173.0,1.0
6051,0,0,0,31822.0,1.0
978,1,1,1,7145.0,1.0
808,0,0,0,6443.0,1.0
5269,1,1,0,28468.0,1.0
1475,1,1,1,9039.0,1.0
6170,1,1,1,32441.0,1.0
9209,0,0,0,49284.0,0.0
9001,1,1,1,48183.0,1.0
3962,0,0,0,22518.0,1.0
7925,1,1,1,42781.0,1.0
8377,0,0,0,45086.0,1.0
1235,1,1,1,8063.0,1.0
1225,1,1,1,7971.0,1.0
1764,1,1,1,10331.0,1.0
6521,1,1,0,34624.0,1.0
8143,1,1,1,43840.0,1.0
9638,0,1,0,51627.0,1.0
